new_ph_name,net_amtc,store,dept,work_date,type_yr
04 Lingeries,189950,12 Store L,Dept 1,2015/05/30,This Year
04 Lingeries,153599,12 Store L,Dept 1,2015/05/31,This Year
04 Lingeries,244028,13 Store M,Dept 2,2014/03/01,Last Year
04 Lingeries,255754,13 Store M,Dept 2,2014/03/02,Last Year
04 Lingeries,95133,13 Store M,Dept 2,2014/03/03,Last Year
04 Lingeries,93309,13 Store M,Dept 2,2014/03/04,Last Year
04 Lingeries,140469,13 Store M,Dept 2,2014/03/05,Last Year
04 Lingeries,78667,13 Store M,Dept 2,2014/03/06,Last Year
04 Lingeries,273877,13 Store M,Dept 2,2014/03/07,Last Year
04 Lingeries,217518,13 Store M,Dept 2,2014/03/08,Last Year
04 Lingeries,280097,13 Store M,Dept 2,2014/03/09,Last Year
04 Lingeries,127715,13 Store M,Dept 2,2014/03/10,Last Year
04 Lingeries,177040,13 Store M,Dept 2,2014/03/11,Last Year
04 Lingeries,180784,13 Store M,Dept 2,2014/03/12,Last Year
04 Lingeries,124656,13 Store M,Dept 2,2014/03/13,Last Year
04 Lingeries,104198,13 Store M,Dept 2,2014/03/14,Last Year
04 Lingeries,302662,13 Store M,Dept 2,2014/03/15,Last Year
04 Lingeries,326018,13 Store M,Dept 2,2014/03/16,Last Year
04 Lingeries,66254,13 Store M,Dept 2,2014/03/17,Last Year
04 Lingeries,87597,13 Store M,Dept 2,2014/03/18,Last Year
04 Lingeries,70827,13 Store M,Dept 2,2014/03/19,Last Year
04 Lingeries,132292,13 Store M,Dept 2,2014/03/20,Last Year
04 Lingeries,127850,13 Store M,Dept 2,2014/03/21,Last Year
04 Lingeries,204121,13 Store M,Dept 2,2014/03/22,Last Year
04 Lingeries,285355,13 Store M,Dept 2,2014/03/23,Last Year
04 Lingeries,55526,13 Store M,Dept 2,2014/03/24,Last Year
04 Lingeries,81321,13 Store M,Dept 2,2014/03/25,Last Year
04 Lingeries,68409,13 Store M,Dept 2,2014/03/26,Last Year
04 Lingeries,129081,13 Store M,Dept 2,2014/03/27,Last Year
04 Lingeries,62830,13 Store M,Dept 2,2014/03/28,Last Year
04 Lingeries,166248,13 Store M,Dept 2,2014/03/29,Last Year
04 Lingeries,184506,13 Store M,Dept 2,2014/03/30,Last Year
04 Lingeries,110698,13 Store M,Dept 2,2014/03/31,Last Year
04 Lingeries,60639,13 Store M,Dept 2,2014/04/01,Last Year
04 Lingeries,63918,13 Store M,Dept 2,2014/04/02,Last Year
04 Lingeries,49297,13 Store M,Dept 2,2014/04/03,Last Year
04 Lingeries,126397,13 Store M,Dept 2,2014/04/04,Last Year
04 Lingeries,178435,13 Store M,Dept 2,2014/04/05,Last Year
04 Lingeries,241188,13 Store M,Dept 2,2014/04/06,Last Year
04 Lingeries,187008,13 Store M,Dept 2,2014/04/07,Last Year
04 Lingeries,104977,13 Store M,Dept 2,2014/04/08,Last Year
04 Lingeries,184825,13 Store M,Dept 2,2014/04/09,Last Year
04 Lingeries,56976,13 Store M,Dept 2,2014/04/10,Last Year
04 Lingeries,165185,13 Store M,Dept 2,2014/04/11,Last Year
04 Lingeries,200727,13 Store M,Dept 2,2014/04/12,Last Year
04 Lingeries,250892,13 Store M,Dept 2,2014/04/13,Last Year
04 Lingeries,97410,13 Store M,Dept 2,2014/04/14,Last Year
04 Lingeries,60280,13 Store M,Dept 2,2014/04/15,Last Year
04 Lingeries,49761,13 Store M,Dept 2,2014/04/16,Last Year
04 Lingeries,80397,13 Store M,Dept 2,2014/04/17,Last Year
04 Lingeries,93423,13 Store M,Dept 2,2014/04/18,Last Year
04 Lingeries,184339,13 Store M,Dept 2,2014/04/19,Last Year
04 Lingeries,139347,13 Store M,Dept 2,2014/04/20,Last Year
04 Lingeries,81868,13 Store M,Dept 2,2014/04/21,Last Year
04 Lingeries,59073,13 Store M,Dept 2,2014/04/22,Last Year
04 Lingeries,43243,13 Store M,Dept 2,2014/04/23,Last Year
04 Lingeries,69006,13 Store M,Dept 2,2014/04/24,Last Year
04 Lingeries,140714,13 Store M,Dept 2,2014/04/25,Last Year
04 Lingeries,284620,13 Store M,Dept 2,2014/04/26,Last Year
04 Lingeries,255850,13 Store M,Dept 2,2014/04/27,Last Year
04 Lingeries,62889,13 Store M,Dept 2,2014/04/28,Last Year
04 Lingeries,143556,13 Store M,Dept 2,2014/04/29,Last Year
04 Lingeries,36145,13 Store M,Dept 2,2014/04/30,Last Year
04 Lingeries,18081,13 Store M,Dept 2,2014/05/01,Last Year
04 Lingeries,139158,13 Store M,Dept 2,2014/05/02,Last Year
04 Lingeries,121776,13 Store M,Dept 2,2014/05/03,Last Year
04 Lingeries,121396,13 Store M,Dept 2,2014/05/04,Last Year
04 Lingeries,122562,13 Store M,Dept 2,2014/05/05,Last Year
04 Lingeries,55584,13 Store M,Dept 2,2014/05/06,Last Year
04 Lingeries,32372,13 Store M,Dept 2,2014/05/07,Last Year
04 Lingeries,94442,13 Store M,Dept 2,2014/05/08,Last Year
04 Lingeries,136140,13 Store M,Dept 2,2014/05/09,Last Year
04 Lingeries,130183,13 Store M,Dept 2,2014/05/10,Last Year
04 Lingeries,205597,13 Store M,Dept 2,2014/05/11,Last Year
04 Lingeries,47030,13 Store M,Dept 2,2014/05/12,Last Year
04 Lingeries,40010,13 Store M,Dept 2,2014/05/13,Last Year
04 Lingeries,46564,13 Store M,Dept 2,2014/05/14,Last Year
04 Lingeries,37491,13 Store M,Dept 2,2014/05/15,Last Year
04 Lingeries,51836,13 Store M,Dept 2,2014/05/16,Last Year
04 Lingeries,109371,13 Store M,Dept 2,2014/05/17,Last Year
04 Lingeries,86896,13 Store M,Dept 2,2014/05/18,Last Year
04 Lingeries,76947,13 Store M,Dept 2,2014/05/19,Last Year
04 Lingeries,28558,13 Store M,Dept 2,2014/05/20,Last Year
04 Lingeries,19488,13 Store M,Dept 2,2014/05/21,Last Year
04 Lingeries,33838,13 Store M,Dept 2,2014/05/22,Last Year
04 Lingeries,17191,13 Store M,Dept 2,2014/05/23,Last Year
04 Lingeries,71097,13 Store M,Dept 2,2014/05/24,Last Year
04 Lingeries,131181,13 Store M,Dept 2,2014/05/25,Last Year
04 Lingeries,36341,13 Store M,Dept 2,2014/05/26,Last Year
04 Lingeries,71909,13 Store M,Dept 2,2014/05/27,Last Year
04 Lingeries,29730,13 Store M,Dept 2,2014/05/28,Last Year
04 Lingeries,36553,13 Store M,Dept 2,2014/05/29,Last Year
04 Lingeries,33581,13 Store M,Dept 2,2014/05/30,Last Year
04 Lingeries,75766,13 Store M,Dept 2,2014/05/31,Last Year
04 Lingeries,110013,13 Store M,Dept 2,2015/03/01,This Year
04 Lingeries,54220,13 Store M,Dept 2,2015/03/02,This Year
04 Lingeries,60627,13 Store M,Dept 2,2015/03/03,This Year
04 Lingeries,45276,13 Store M,Dept 2,2015/03/04,This Year
04 Lingeries,75385,13 Store M,Dept 2,2015/03/05,This Year
04 Lingeries,162736,13 Store M,Dept 2,2015/03/06,This Year
04 Lingeries,113041,13 Store M,Dept 2,2015/03/07,This Year
04 Lingeries,175269,13 Store M,Dept 2,2015/03/08,This Year
04 Lingeries,80870,13 Store M,Dept 2,2015/03/09,This Year
04 Lingeries,26299,13 Store M,Dept 2,2015/03/10,This Year
04 Lingeries,73948,13 Store M,Dept 2,2015/03/11,This Year
04 Lingeries,42509,13 Store M,Dept 2,2015/03/12,This Year
04 Lingeries,62492,13 Store M,Dept 2,2015/03/13,This Year
04 Lingeries,86352,13 Store M,Dept 2,2015/03/14,This Year
04 Lingeries,138445,13 Store M,Dept 2,2015/03/15,This Year
04 Lingeries,103972,13 Store M,Dept 2,2015/03/16,This Year
04 Lingeries,32333,13 Store M,Dept 2,2015/03/17,This Year
04 Lingeries,33642,13 Store M,Dept 2,2015/03/18,This Year
04 Lingeries,51606,13 Store M,Dept 2,2015/03/19,This Year
04 Lingeries,48134,13 Store M,Dept 2,2015/03/20,This Year
04 Lingeries,125116,13 Store M,Dept 2,2015/03/21,This Year
04 Lingeries,124124,13 Store M,Dept 2,2015/03/22,This Year
04 Lingeries,47241,13 Store M,Dept 2,2015/03/23,This Year
04 Lingeries,71917,13 Store M,Dept 2,2015/03/24,This Year
04 Lingeries,69605,13 Store M,Dept 2,2015/03/25,This Year
04 Lingeries,56215,13 Store M,Dept 2,2015/03/26,This Year
04 Lingeries,49897,13 Store M,Dept 2,2015/03/27,This Year
04 Lingeries,84536,13 Store M,Dept 2,2015/03/28,This Year
04 Lingeries,73165,13 Store M,Dept 2,2015/03/29,This Year
04 Lingeries,22226,13 Store M,Dept 2,2015/03/30,This Year
04 Lingeries,35790,13 Store M,Dept 2,2015/03/31,This Year
04 Lingeries,45358,13 Store M,Dept 2,2015/04/01,This Year
04 Lingeries,405191,13 Store M,Dept 2,2015/04/02,This Year
04 Lingeries,457399,13 Store M,Dept 2,2015/04/03,This Year
04 Lingeries,434222,13 Store M,Dept 2,2015/04/04,This Year
04 Lingeries,388228,13 Store M,Dept 2,2015/04/05,This Year
04 Lingeries,83541,13 Store M,Dept 2,2015/04/06,This Year
04 Lingeries,88314,13 Store M,Dept 2,2015/04/07,This Year
04 Lingeries,73656,13 Store M,Dept 2,2015/04/08,This Year
04 Lingeries,164821,13 Store M,Dept 2,2015/04/09,This Year
04 Lingeries,88552,13 Store M,Dept 2,2015/04/10,This Year
04 Lingeries,385089,13 Store M,Dept 2,2015/04/11,This Year
04 Lingeries,236709,13 Store M,Dept 2,2015/04/12,This Year
04 Lingeries,165384,13 Store M,Dept 2,2015/04/13,This Year
04 Lingeries,162977,13 Store M,Dept 2,2015/04/14,This Year
04 Lingeries,149009,13 Store M,Dept 2,2015/04/15,This Year
04 Lingeries,66013,13 Store M,Dept 2,2015/04/16,This Year
04 Lingeries,296198,13 Store M,Dept 2,2015/04/17,This Year
04 Lingeries,302592,13 Store M,Dept 2,2015/04/18,This Year
04 Lingeries,530093,13 Store M,Dept 2,2015/04/19,This Year
04 Lingeries,114794,13 Store M,Dept 2,2015/04/20,This Year
04 Lingeries,100631,13 Store M,Dept 2,2015/04/21,This Year
04 Lingeries,114627,13 Store M,Dept 2,2015/04/22,This Year
04 Lingeries,159490,13 Store M,Dept 2,2015/04/23,This Year
04 Lingeries,180191,13 Store M,Dept 2,2015/04/24,This Year
04 Lingeries,376208,13 Store M,Dept 2,2015/04/25,This Year
04 Lingeries,300704,13 Store M,Dept 2,2015/04/26,This Year
04 Lingeries,81411,13 Store M,Dept 2,2015/04/27,This Year
04 Lingeries,120254,13 Store M,Dept 2,2015/04/28,This Year
04 Lingeries,98464,13 Store M,Dept 2,2015/04/29,This Year
04 Lingeries,298722,13 Store M,Dept 2,2015/04/30,This Year
04 Lingeries,81840,13 Store M,Dept 2,2015/05/01,This Year
04 Lingeries,412374,13 Store M,Dept 2,2015/05/02,This Year
04 Lingeries,271594,13 Store M,Dept 2,2015/05/03,This Year
04 Lingeries,87675,13 Store M,Dept 2,2015/05/04,This Year
04 Lingeries,84137,13 Store M,Dept 2,2015/05/05,This Year
04 Lingeries,104816,13 Store M,Dept 2,2015/05/06,This Year
04 Lingeries,201501,13 Store M,Dept 2,2015/05/07,This Year
04 Lingeries,419047,13 Store M,Dept 2,2015/05/08,This Year
04 Lingeries,544936,13 Store M,Dept 2,2015/05/09,This Year
04 Lingeries,615571,13 Store M,Dept 2,2015/05/10,This Year
04 Lingeries,63230,13 Store M,Dept 2,2015/05/11,This Year
04 Lingeries,107608,13 Store M,Dept 2,2015/05/12,This Year
04 Lingeries,102500,13 Store M,Dept 2,2015/05/13,This Year
04 Lingeries,89731,13 Store M,Dept 2,2015/05/14,This Year
04 Lingeries,235035,13 Store M,Dept 2,2015/05/15,This Year
04 Lingeries,232176,13 Store M,Dept 2,2015/05/16,This Year
04 Lingeries,267852,13 Store M,Dept 2,2015/05/17,This Year
04 Lingeries,49236,13 Store M,Dept 2,2015/05/18,This Year
04 Lingeries,54644,13 Store M,Dept 2,2015/05/19,This Year
04 Lingeries,63872,13 Store M,Dept 2,2015/05/20,This Year
04 Lingeries,75146,13 Store M,Dept 2,2015/05/21,This Year
04 Lingeries,100164,13 Store M,Dept 2,2015/05/22,This Year
04 Lingeries,155338,13 Store M,Dept 2,2015/05/23,This Year
04 Lingeries,187776,13 Store M,Dept 2,2015/05/24,This Year
04 Lingeries,54458,13 Store M,Dept 2,2015/05/25,This Year
04 Lingeries,43070,13 Store M,Dept 2,2015/05/26,This Year
04 Lingeries,74079,13 Store M,Dept 2,2015/05/27,This Year
04 Lingeries,58318,13 Store M,Dept 2,2015/05/28,This Year
04 Lingeries,163432,13 Store M,Dept 2,2015/05/29,This Year
04 Lingeries,208521,13 Store M,Dept 2,2015/05/30,This Year
04 Lingeries,203692,13 Store M,Dept 2,2015/05/31,This Year
05 Female Clothing,3429639,01 Store A,Dept 2,2014/03/01,Last Year
05 Female Clothing,2762488,01 Store A,Dept 2,2014/03/02,Last Year
05 Female Clothing,1535208,01 Store A,Dept 2,2014/03/03,Last Year
05 Female Clothing,1698128,01 Store A,Dept 2,2014/03/04,Last Year
05 Female Clothing,1892109,01 Store A,Dept 2,2014/03/05,Last Year
05 Female Clothing,1808322,01 Store A,Dept 2,2014/03/06,Last Year
05 Female Clothing,2919601,01 Store A,Dept 2,2014/03/07,Last Year
05 Female Clothing,3295493,01 Store A,Dept 2,2014/03/08,Last Year
05 Female Clothing,2514989,01 Store A,Dept 2,2014/03/09,Last Year
05 Female Clothing,1169181,01 Store A,Dept 2,2014/03/10,Last Year
05 Female Clothing,1519751,01 Store A,Dept 2,2014/03/11,Last Year
05 Female Clothing,1842613,01 Store A,Dept 2,2014/03/12,Last Year
05 Female Clothing,2247751,01 Store A,Dept 2,2014/03/13,Last Year
05 Female Clothing,3344821,01 Store A,Dept 2,2014/03/14,Last Year
05 Female Clothing,3837249,01 Store A,Dept 2,2014/03/15,Last Year
05 Female Clothing,3473960,01 Store A,Dept 2,2014/03/16,Last Year
05 Female Clothing,1407594,01 Store A,Dept 2,2014/03/17,Last Year
05 Female Clothing,1372810,01 Store A,Dept 2,2014/03/18,Last Year
05 Female Clothing,1612824,01 Store A,Dept 2,2014/03/19,Last Year
05 Female Clothing,1849966,01 Store A,Dept 2,2014/03/20,Last Year
05 Female Clothing,2073101,01 Store A,Dept 2,2014/03/21,Last Year
05 Female Clothing,2618341,01 Store A,Dept 2,2014/03/22,Last Year
05 Female Clothing,2403536,01 Store A,Dept 2,2014/03/23,Last Year
05 Female Clothing,1347827,01 Store A,Dept 2,2014/03/24,Last Year
05 Female Clothing,1246318,01 Store A,Dept 2,2014/03/25,Last Year
05 Female Clothing,1608399,01 Store A,Dept 2,2014/03/26,Last Year
05 Female Clothing,1733015,01 Store A,Dept 2,2014/03/27,Last Year
05 Female Clothing,1906258,01 Store A,Dept 2,2014/03/28,Last Year
05 Female Clothing,2729986,01 Store A,Dept 2,2014/03/29,Last Year
05 Female Clothing,2367897,01 Store A,Dept 2,2014/03/30,Last Year
05 Female Clothing,1027182,01 Store A,Dept 2,2014/03/31,Last Year
05 Female Clothing,1123143,01 Store A,Dept 2,2014/04/01,Last Year
05 Female Clothing,1129096,01 Store A,Dept 2,2014/04/02,Last Year
05 Female Clothing,1260003,01 Store A,Dept 2,2014/04/03,Last Year
05 Female Clothing,1629406,01 Store A,Dept 2,2014/04/04,Last Year
05 Female Clothing,1999011,01 Store A,Dept 2,2014/04/05,Last Year
05 Female Clothing,2027043,01 Store A,Dept 2,2014/04/06,Last Year
05 Female Clothing,1534887,01 Store A,Dept 2,2014/04/07,Last Year
05 Female Clothing,1065918,01 Store A,Dept 2,2014/04/08,Last Year
05 Female Clothing,871906,01 Store A,Dept 2,2014/04/09,Last Year
05 Female Clothing,911429,01 Store A,Dept 2,2014/04/10,Last Year
05 Female Clothing,1204258,01 Store A,Dept 2,2014/04/11,Last Year
05 Female Clothing,1390811,01 Store A,Dept 2,2014/04/12,Last Year
05 Female Clothing,1016071,01 Store A,Dept 2,2014/04/13,Last Year
05 Female Clothing,589657,01 Store A,Dept 2,2014/04/14,Last Year
05 Female Clothing,587561,01 Store A,Dept 2,2014/04/15,Last Year
05 Female Clothing,419925,01 Store A,Dept 2,2014/04/16,Last Year
05 Female Clothing,388891,01 Store A,Dept 2,2014/04/17,Last Year
05 Female Clothing,322030,01 Store A,Dept 2,2014/04/18,Last Year
05 Female Clothing,468523,01 Store A,Dept 2,2014/04/19,Last Year
05 Female Clothing,298511,01 Store A,Dept 2,2014/04/20,Last Year
05 Female Clothing,182476,01 Store A,Dept 2,2014/04/21,Last Year
05 Female Clothing,159551,01 Store A,Dept 2,2014/04/22,Last Year
05 Female Clothing,331362,01 Store A,Dept 2,2014/04/23,Last Year
05 Female Clothing,28127975,01 Store A,Dept 2,2014/04/24,Last Year
05 Female Clothing,21897445,01 Store A,Dept 2,2014/04/25,Last Year
05 Female Clothing,17265486,01 Store A,Dept 2,2014/04/26,Last Year
05 Female Clothing,14964502,01 Store A,Dept 2,2014/04/27,Last Year
05 Female Clothing,7019917,01 Store A,Dept 2,2014/04/28,Last Year
05 Female Clothing,6096086,01 Store A,Dept 2,2014/04/29,Last Year
05 Female Clothing,5733708,01 Store A,Dept 2,2014/04/30,Last Year
05 Female Clothing,6037017,01 Store A,Dept 2,2014/05/01,Last Year
05 Female Clothing,7454132,01 Store A,Dept 2,2014/05/02,Last Year
05 Female Clothing,9039687,01 Store A,Dept 2,2014/05/03,Last Year
05 Female Clothing,8452738,01 Store A,Dept 2,2014/05/04,Last Year
05 Female Clothing,8299157,01 Store A,Dept 2,2014/05/05,Last Year
05 Female Clothing,2764002,01 Store A,Dept 2,2014/05/06,Last Year
05 Female Clothing,3177968,01 Store A,Dept 2,2014/05/07,Last Year
05 Female Clothing,3412842,01 Store A,Dept 2,2014/05/08,Last Year
05 Female Clothing,4576636,01 Store A,Dept 2,2014/05/09,Last Year
05 Female Clothing,4970470,01 Store A,Dept 2,2014/05/10,Last Year
05 Female Clothing,5943676,01 Store A,Dept 2,2014/05/11,Last Year
05 Female Clothing,1096332,01 Store A,Dept 2,2014/05/12,Last Year
05 Female Clothing,1057103,01 Store A,Dept 2,2014/05/13,Last Year
05 Female Clothing,1139142,01 Store A,Dept 2,2014/05/14,Last Year
05 Female Clothing,1122281,01 Store A,Dept 2,2014/05/15,Last Year
05 Female Clothing,1303769,01 Store A,Dept 2,2014/05/16,Last Year
05 Female Clothing,1994409,01 Store A,Dept 2,2014/05/17,Last Year
05 Female Clothing,1380757,01 Store A,Dept 2,2014/05/18,Last Year
05 Female Clothing,996130,01 Store A,Dept 2,2014/05/19,Last Year
05 Female Clothing,1272296,01 Store A,Dept 2,2014/05/20,Last Year
05 Female Clothing,993930,01 Store A,Dept 2,2014/05/21,Last Year
05 Female Clothing,1649776,01 Store A,Dept 2,2014/05/22,Last Year
05 Female Clothing,1353332,01 Store A,Dept 2,2014/05/23,Last Year
05 Female Clothing,1755894,01 Store A,Dept 2,2014/05/24,Last Year
05 Female Clothing,1457967,01 Store A,Dept 2,2014/05/25,Last Year
05 Female Clothing,862660,01 Store A,Dept 2,2014/05/26,Last Year
05 Female Clothing,1084452,01 Store A,Dept 2,2014/05/27,Last Year
05 Female Clothing,1086786,01 Store A,Dept 2,2014/05/28,Last Year
05 Female Clothing,1044384,01 Store A,Dept 2,2014/05/29,Last Year
05 Female Clothing,1759206,01 Store A,Dept 2,2014/05/30,Last Year
05 Female Clothing,1676170,01 Store A,Dept 2,2014/05/31,Last Year
05 Female Clothing,1978385,01 Store A,Dept 2,2015/03/01,This Year
05 Female Clothing,1117636,01 Store A,Dept 2,2015/03/02,This Year
05 Female Clothing,1080374,01 Store A,Dept 2,2015/03/03,This Year
05 Female Clothing,1321929,01 Store A,Dept 2,2015/03/04,This Year
05 Female Clothing,1193913,01 Store A,Dept 2,2015/03/05,This Year
05 Female Clothing,3855812,01 Store A,Dept 2,2015/03/06,This Year
05 Female Clothing,3970350,01 Store A,Dept 2,2015/03/07,This Year
05 Female Clothing,3082831,01 Store A,Dept 2,2015/03/08,This Year
05 Female Clothing,1578746,01 Store A,Dept 2,2015/03/09,This Year
05 Female Clothing,1664365,01 Store A,Dept 2,2015/03/10,This Year
05 Female Clothing,1510173,01 Store A,Dept 2,2015/03/11,This Year
05 Female Clothing,2417716,01 Store A,Dept 2,2015/03/12,This Year
05 Female Clothing,2272953,01 Store A,Dept 2,2015/03/13,This Year
05 Female Clothing,2965566,01 Store A,Dept 2,2015/03/14,This Year
05 Female Clothing,2282798,01 Store A,Dept 2,2015/03/15,This Year
05 Female Clothing,944496,01 Store A,Dept 2,2015/03/16,This Year
05 Female Clothing,1343026,01 Store A,Dept 2,2015/03/17,This Year
05 Female Clothing,1163169,01 Store A,Dept 2,2015/03/18,This Year
05 Female Clothing,1040610,01 Store A,Dept 2,2015/03/19,This Year
05 Female Clothing,9522326,01 Store A,Dept 2,2015/03/20,This Year
05 Female Clothing,7129226,01 Store A,Dept 2,2015/03/21,This Year
05 Female Clothing,6477159,01 Store A,Dept 2,2015/03/22,This Year
05 Female Clothing,1089331,01 Store A,Dept 2,2015/03/23,This Year
05 Female Clothing,1072502,01 Store A,Dept 2,2015/03/24,This Year
05 Female Clothing,1664807,01 Store A,Dept 2,2015/03/25,This Year
05 Female Clothing,1481860,01 Store A,Dept 2,2015/03/26,This Year
05 Female Clothing,1953195,01 Store A,Dept 2,2015/03/27,This Year
05 Female Clothing,2305663,01 Store A,Dept 2,2015/03/28,This Year
05 Female Clothing,1906138,01 Store A,Dept 2,2015/03/29,This Year
05 Female Clothing,1432186,01 Store A,Dept 2,2015/03/30,This Year
05 Female Clothing,1035530,01 Store A,Dept 2,2015/03/31,This Year
05 Female Clothing,1186186,01 Store A,Dept 2,2015/04/01,This Year
05 Female Clothing,1266859,01 Store A,Dept 2,2015/04/02,This Year
05 Female Clothing,1850211,01 Store A,Dept 2,2015/04/03,This Year
05 Female Clothing,1530093,01 Store A,Dept 2,2015/04/04,This Year
05 Female Clothing,1568083,01 Store A,Dept 2,2015/04/05,This Year
05 Female Clothing,964540,01 Store A,Dept 2,2015/04/06,This Year
05 Female Clothing,1037323,01 Store A,Dept 2,2015/04/07,This Year
05 Female Clothing,1116989,01 Store A,Dept 2,2015/04/08,This Year
05 Female Clothing,5011768,01 Store A,Dept 2,2015/04/09,This Year
05 Female Clothing,3860983,01 Store A,Dept 2,2015/04/10,This Year
05 Female Clothing,5841916,01 Store A,Dept 2,2015/04/11,This Year
05 Female Clothing,3643657,01 Store A,Dept 2,2015/04/12,This Year
05 Female Clothing,1305654,01 Store A,Dept 2,2015/04/13,This Year
05 Female Clothing,1800283,01 Store A,Dept 2,2015/04/14,This Year
05 Female Clothing,1356863,01 Store A,Dept 2,2015/04/15,This Year
05 Female Clothing,1782102,01 Store A,Dept 2,2015/04/16,This Year
05 Female Clothing,2507605,01 Store A,Dept 2,2015/04/17,This Year
05 Female Clothing,3253939,01 Store A,Dept 2,2015/04/18,This Year
05 Female Clothing,2687412,01 Store A,Dept 2,2015/04/19,This Year
05 Female Clothing,1382525,01 Store A,Dept 2,2015/04/20,This Year
05 Female Clothing,1454173,01 Store A,Dept 2,2015/04/21,This Year
05 Female Clothing,1188390,01 Store A,Dept 2,2015/04/22,This Year
05 Female Clothing,2677943,01 Store A,Dept 2,2015/04/23,This Year
05 Female Clothing,2505596,01 Store A,Dept 2,2015/04/24,This Year
05 Female Clothing,2915988,01 Store A,Dept 2,2015/04/25,This Year
05 Female Clothing,3263814,01 Store A,Dept 2,2015/04/26,This Year
05 Female Clothing,1360750,01 Store A,Dept 2,2015/04/27,This Year
05 Female Clothing,1242059,01 Store A,Dept 2,2015/04/28,This Year
05 Female Clothing,2832434,01 Store A,Dept 2,2015/04/29,This Year
05 Female Clothing,3701838,01 Store A,Dept 2,2015/04/30,This Year
05 Female Clothing,3774708,01 Store A,Dept 2,2015/05/01,This Year
05 Female Clothing,3302986,01 Store A,Dept 2,2015/05/02,This Year
05 Female Clothing,3322257,01 Store A,Dept 2,2015/05/03,This Year
05 Female Clothing,1501835,01 Store A,Dept 2,2015/05/04,This Year
