new_ph_name,net_amtc,store,dept,work_date,type_yr
09 Family,10206,03 Store C,Dept 1,2014/03/18,Last Year
09 Family,1830,03 Store C,Dept 1,2014/03/19,Last Year
09 Family,7160,03 Store C,Dept 1,2014/03/20,Last Year
09 Family,19592,03 Store C,Dept 1,2014/03/21,Last Year
09 Family,9860,03 Store C,Dept 1,2014/03/22,Last Year
09 Family,14054,03 Store C,Dept 1,2014/03/23,Last Year
09 Family,12546,03 Store C,Dept 1,2014/03/24,Last Year
09 Family,2791,03 Store C,Dept 1,2014/03/25,Last Year
09 Family,14455,03 Store C,Dept 1,2014/03/26,Last Year
09 Family,14974,03 Store C,Dept 1,2014/03/27,Last Year
09 Family,17320,03 Store C,Dept 1,2014/03/28,Last Year
09 Family,6076,03 Store C,Dept 1,2014/03/29,Last Year
09 Family,20300,03 Store C,Dept 1,2014/03/30,Last Year
09 Family,6467,03 Store C,Dept 1,2014/03/31,Last Year
09 Family,1005,03 Store C,Dept 1,2014/04/01,Last Year
09 Family,24060,03 Store C,Dept 1,2014/04/02,Last Year
09 Family,7900,03 Store C,Dept 1,2014/04/03,Last Year
09 Family,13248,03 Store C,Dept 1,2014/04/04,Last Year
09 Family,11989,03 Store C,Dept 1,2014/04/05,Last Year
09 Family,10091,03 Store C,Dept 1,2014/04/06,Last Year
09 Family,15349,03 Store C,Dept 1,2014/04/07,Last Year
09 Family,2529,03 Store C,Dept 1,2014/04/08,Last Year
09 Family,12011,03 Store C,Dept 1,2014/04/09,Last Year
09 Family,4430,03 Store C,Dept 1,2014/04/10,Last Year
09 Family,8177,03 Store C,Dept 1,2014/04/11,Last Year
09 Family,11989,03 Store C,Dept 1,2014/04/12,Last Year
09 Family,39153,03 Store C,Dept 1,2014/04/13,Last Year
09 Family,181,03 Store C,Dept 1,2014/04/14,Last Year
09 Family,3081,03 Store C,Dept 1,2014/04/15,Last Year
09 Family,38111,03 Store C,Dept 1,2014/04/16,Last Year
09 Family,23702,03 Store C,Dept 1,2014/04/17,Last Year
09 Family,4544,03 Store C,Dept 1,2014/04/18,Last Year
09 Family,25100,03 Store C,Dept 1,2014/04/19,Last Year
09 Family,13215,03 Store C,Dept 1,2014/04/20,Last Year
09 Family,8077,03 Store C,Dept 1,2014/04/21,Last Year
09 Family,2333,03 Store C,Dept 1,2014/04/22,Last Year
09 Family,1019,03 Store C,Dept 1,2014/04/23,Last Year
09 Family,1056,03 Store C,Dept 1,2014/04/24,Last Year
09 Family,5963,03 Store C,Dept 1,2014/04/25,Last Year
09 Family,869,03 Store C,Dept 1,2014/04/26,Last Year
09 Family,22850,03 Store C,Dept 1,2014/04/27,Last Year
09 Family,17446,03 Store C,Dept 1,2014/04/28,Last Year
09 Family,19355,03 Store C,Dept 1,2014/04/29,Last Year
09 Family,5359,03 Store C,Dept 1,2014/04/30,Last Year
09 Family,1486,03 Store C,Dept 1,2014/05/01,Last Year
09 Family,16481,03 Store C,Dept 1,2014/05/02,Last Year
09 Family,17733,03 Store C,Dept 1,2014/05/03,Last Year
09 Family,5793,03 Store C,Dept 1,2014/05/04,Last Year
09 Family,1684,03 Store C,Dept 1,2014/05/05,Last Year
09 Family,4740,03 Store C,Dept 1,2014/05/06,Last Year
09 Family,0,03 Store C,Dept 1,2014/05/07,Last Year
09 Family,754,03 Store C,Dept 1,2014/05/08,Last Year
09 Family,429,03 Store C,Dept 1,2014/05/09,Last Year
09 Family,0,03 Store C,Dept 1,2014/05/10,Last Year
09 Family,0,03 Store C,Dept 1,2014/05/11,Last Year
09 Family,0,03 Store C,Dept 1,2014/05/12,Last Year
09 Family,0,03 Store C,Dept 1,2014/05/13,Last Year
09 Family,,03 Store C,Dept 1,2014/05/14,Last Year
09 Family,150086,03 Store C,Dept 1,2014/05/15,Last Year
09 Family,148219,03 Store C,Dept 1,2014/05/16,Last Year
09 Family,122395,03 Store C,Dept 1,2014/05/17,Last Year
09 Family,58391,03 Store C,Dept 1,2014/05/18,Last Year
09 Family,42057,03 Store C,Dept 1,2014/05/19,Last Year
09 Family,59315,03 Store C,Dept 1,2014/05/20,Last Year
09 Family,25632,03 Store C,Dept 1,2014/05/21,Last Year
09 Family,68557,03 Store C,Dept 1,2014/05/22,Last Year
09 Family,37436,03 Store C,Dept 1,2014/05/23,Last Year
09 Family,85225,03 Store C,Dept 1,2014/05/24,Last Year
09 Family,110190,03 Store C,Dept 1,2014/05/25,Last Year
09 Family,62656,03 Store C,Dept 1,2014/05/26,Last Year
09 Family,77738,03 Store C,Dept 1,2014/05/27,Last Year
09 Family,36152,03 Store C,Dept 1,2014/05/28,Last Year
09 Family,13298,03 Store C,Dept 1,2014/05/29,Last Year
09 Family,47773,03 Store C,Dept 1,2014/05/30,Last Year
09 Family,39947,03 Store C,Dept 1,2014/05/31,Last Year
09 Family,11764,03 Store C,Dept 1,2015/04/09,This Year
09 Family,13661,03 Store C,Dept 1,2015/04/10,This Year
09 Family,55263,03 Store C,Dept 1,2015/04/11,This Year
09 Family,33036,03 Store C,Dept 1,2015/04/12,This Year
09 Family,43247,03 Store C,Dept 1,2015/04/13,This Year
09 Family,10050,03 Store C,Dept 1,2015/04/14,This Year
09 Family,17607,03 Store C,Dept 1,2015/04/15,This Year
09 Family,1991,03 Store C,Dept 1,2015/04/16,This Year
09 Family,12958,03 Store C,Dept 1,2015/04/17,This Year
09 Family,31062,03 Store C,Dept 1,2015/04/18,This Year
09 Family,20091,03 Store C,Dept 1,2015/04/19,This Year
09 Family,6045,03 Store C,Dept 1,2015/04/20,This Year
09 Family,12955,03 Store C,Dept 1,2015/04/21,This Year
09 Family,7051,03 Store C,Dept 1,2015/04/22,This Year
09 Family,26505,03 Store C,Dept 1,2015/04/23,This Year
09 Family,1516,03 Store C,Dept 1,2015/04/24,This Year
09 Family,48750,03 Store C,Dept 1,2015/04/25,This Year
09 Family,11943,03 Store C,Dept 1,2015/04/26,This Year
09 Family,16593,03 Store C,Dept 1,2015/04/27,This Year
09 Family,16819,03 Store C,Dept 1,2015/04/28,This Year
09 Family,4934,03 Store C,Dept 1,2015/04/29,This Year
09 Family,44559,03 Store C,Dept 1,2015/04/30,This Year
09 Family,29703,03 Store C,Dept 1,2015/05/01,This Year
09 Family,12229,03 Store C,Dept 1,2015/05/02,This Year
09 Family,20124,03 Store C,Dept 1,2015/05/03,This Year
09 Family,8895,03 Store C,Dept 1,2015/05/04,This Year
09 Family,52916,03 Store C,Dept 1,2015/05/05,This Year
09 Family,11306,03 Store C,Dept 1,2015/05/06,This Year
09 Family,26387,03 Store C,Dept 1,2015/05/07,This Year
09 Family,12837,03 Store C,Dept 1,2015/05/08,This Year
09 Family,19335,03 Store C,Dept 1,2015/05/09,This Year
09 Family,62394,03 Store C,Dept 1,2015/05/10,This Year
09 Family,12203,03 Store C,Dept 1,2015/05/11,This Year
09 Family,6910,03 Store C,Dept 1,2015/05/12,This Year
09 Family,16119,03 Store C,Dept 1,2015/05/13,This Year
09 Family,9975,03 Store C,Dept 1,2015/05/14,This Year
09 Family,23485,03 Store C,Dept 1,2015/05/15,This Year
09 Family,53190,03 Store C,Dept 1,2015/05/16,This Year
09 Family,30592,03 Store C,Dept 1,2015/05/17,This Year
09 Family,13263,03 Store C,Dept 1,2015/05/18,This Year
09 Family,6229,03 Store C,Dept 1,2015/05/19,This Year
09 Family,39277,03 Store C,Dept 1,2015/05/20,This Year
09 Family,12964,03 Store C,Dept 1,2015/05/21,This Year
09 Family,21566,03 Store C,Dept 1,2015/05/22,This Year
09 Family,16985,03 Store C,Dept 1,2015/05/23,This Year
09 Family,13035,03 Store C,Dept 1,2015/05/24,This Year
09 Family,1192,03 Store C,Dept 1,2015/05/25,This Year
09 Family,16024,03 Store C,Dept 1,2015/05/26,This Year
09 Family,21872,03 Store C,Dept 1,2015/05/27,This Year
09 Family,12760,03 Store C,Dept 1,2015/05/28,This Year
09 Family,14896,03 Store C,Dept 1,2015/05/29,This Year
09 Family,28621,03 Store C,Dept 1,2015/05/30,This Year
09 Family,38259,03 Store C,Dept 1,2015/05/31,This Year
09 Family,3879363,03 Store C,Dept 2,2014/03/01,Last Year
09 Family,4601330,03 Store C,Dept 2,2014/03/02,Last Year
09 Family,1230623,03 Store C,Dept 2,2014/03/03,Last Year
09 Family,1719558,03 Store C,Dept 2,2014/03/04,Last Year
09 Family,1893938,03 Store C,Dept 2,2014/03/05,Last Year
09 Family,3042731,03 Store C,Dept 2,2014/03/06,Last Year
09 Family,3237352,03 Store C,Dept 2,2014/03/07,Last Year
09 Family,3045728,03 Store C,Dept 2,2014/03/08,Last Year
09 Family,3083381,03 Store C,Dept 2,2014/03/09,Last Year
09 Family,828062,03 Store C,Dept 2,2014/03/10,Last Year
09 Family,1185803,03 Store C,Dept 2,2014/03/11,Last Year
09 Family,1033482,03 Store C,Dept 2,2014/03/12,Last Year
09 Family,1409826,03 Store C,Dept 2,2014/03/13,Last Year
09 Family,2285068,03 Store C,Dept 2,2014/03/14,Last Year
09 Family,3132962,03 Store C,Dept 2,2014/03/15,Last Year
09 Family,3653143,03 Store C,Dept 2,2014/03/16,Last Year
09 Family,845350,03 Store C,Dept 2,2014/03/17,Last Year
09 Family,807097,03 Store C,Dept 2,2014/03/18,Last Year
09 Family,714955,03 Store C,Dept 2,2014/03/19,Last Year
09 Family,852040,03 Store C,Dept 2,2014/03/20,Last Year
09 Family,901018,03 Store C,Dept 2,2014/03/21,Last Year
09 Family,1604552,03 Store C,Dept 2,2014/03/22,Last Year
09 Family,1991077,03 Store C,Dept 2,2014/03/23,Last Year
09 Family,715538,03 Store C,Dept 2,2014/03/24,Last Year
09 Family,2996017,03 Store C,Dept 2,2014/03/25,Last Year
09 Family,801848,03 Store C,Dept 2,2014/03/26,Last Year
09 Family,948263,03 Store C,Dept 2,2014/03/27,Last Year
09 Family,997636,03 Store C,Dept 2,2014/03/28,Last Year
09 Family,1564535,03 Store C,Dept 2,2014/03/29,Last Year
09 Family,1758429,03 Store C,Dept 2,2014/03/30,Last Year
09 Family,735874,03 Store C,Dept 2,2014/03/31,Last Year
09 Family,661439,03 Store C,Dept 2,2014/04/01,Last Year
09 Family,580031,03 Store C,Dept 2,2014/04/02,Last Year
09 Family,560857,03 Store C,Dept 2,2014/04/03,Last Year
09 Family,937992,03 Store C,Dept 2,2014/04/04,Last Year
09 Family,1295176,03 Store C,Dept 2,2014/04/05,Last Year
09 Family,2278867,03 Store C,Dept 2,2014/04/06,Last Year
09 Family,1871668,03 Store C,Dept 2,2014/04/07,Last Year
09 Family,1043784,03 Store C,Dept 2,2014/04/08,Last Year
09 Family,1099870,03 Store C,Dept 2,2014/04/09,Last Year
09 Family,1079400,03 Store C,Dept 2,2014/04/10,Last Year
09 Family,764502,03 Store C,Dept 2,2014/04/11,Last Year
09 Family,1488603,03 Store C,Dept 2,2014/04/12,Last Year
09 Family,1578982,03 Store C,Dept 2,2014/04/13,Last Year
09 Family,395823,03 Store C,Dept 2,2014/04/14,Last Year
09 Family,464943,03 Store C,Dept 2,2014/04/15,Last Year
09 Family,437526,03 Store C,Dept 2,2014/04/16,Last Year
09 Family,411289,03 Store C,Dept 2,2014/04/17,Last Year
09 Family,580909,03 Store C,Dept 2,2014/04/18,Last Year
09 Family,1067484,03 Store C,Dept 2,2014/04/19,Last Year
09 Family,830624,03 Store C,Dept 2,2014/04/20,Last Year
09 Family,497977,03 Store C,Dept 2,2014/04/21,Last Year
09 Family,501797,03 Store C,Dept 2,2014/04/22,Last Year
09 Family,355365,03 Store C,Dept 2,2014/04/23,Last Year
09 Family,473552,03 Store C,Dept 2,2014/04/24,Last Year
09 Family,249300,03 Store C,Dept 2,2014/04/25,Last Year
09 Family,846392,03 Store C,Dept 2,2014/04/26,Last Year
09 Family,922410,03 Store C,Dept 2,2014/04/27,Last Year
09 Family,407034,03 Store C,Dept 2,2014/04/28,Last Year
09 Family,453850,03 Store C,Dept 2,2014/04/29,Last Year
09 Family,375736,03 Store C,Dept 2,2014/04/30,Last Year
09 Family,320711,03 Store C,Dept 2,2014/05/01,Last Year
09 Family,264357,03 Store C,Dept 2,2014/05/02,Last Year
09 Family,432729,03 Store C,Dept 2,2014/05/03,Last Year
09 Family,623592,03 Store C,Dept 2,2014/05/04,Last Year
09 Family,243795,03 Store C,Dept 2,2014/05/05,Last Year
09 Family,275084,03 Store C,Dept 2,2014/05/06,Last Year
09 Family,217639,03 Store C,Dept 2,2014/05/07,Last Year
09 Family,238102,03 Store C,Dept 2,2014/05/08,Last Year
09 Family,185701,03 Store C,Dept 2,2014/05/09,Last Year
09 Family,84074,03 Store C,Dept 2,2014/05/10,Last Year
09 Family,33762,03 Store C,Dept 2,2014/05/11,Last Year
09 Family,266924,03 Store C,Dept 2,2014/05/12,Last Year
09 Family,168224,03 Store C,Dept 2,2014/05/13,Last Year
09 Family,150986,03 Store C,Dept 2,2014/05/14,Last Year
09 Family,87362033,03 Store C,Dept 2,2014/05/15,Last Year
09 Family,44392234,03 Store C,Dept 2,2014/05/16,Last Year
09 Family,78156937,03 Store C,Dept 2,2014/05/17,Last Year
09 Family,69651243,03 Store C,Dept 2,2014/05/18,Last Year
09 Family,23824971,03 Store C,Dept 2,2014/05/19,Last Year
09 Family,18239782,03 Store C,Dept 2,2014/05/20,Last Year
09 Family,17139555,03 Store C,Dept 2,2014/05/21,Last Year
09 Family,16031930,03 Store C,Dept 2,2014/05/22,Last Year
09 Family,16800264,03 Store C,Dept 2,2014/05/23,Last Year
09 Family,27352619,03 Store C,Dept 2,2014/05/24,Last Year
09 Family,33758394,03 Store C,Dept 2,2014/05/25,Last Year
09 Family,17377594,03 Store C,Dept 2,2014/05/26,Last Year
09 Family,22803167,03 Store C,Dept 2,2014/05/27,Last Year
09 Family,33142631,03 Store C,Dept 2,2014/05/28,Last Year
09 Family,3025194,03 Store C,Dept 2,2014/05/29,Last Year
09 Family,3193110,03 Store C,Dept 2,2014/05/30,Last Year
09 Family,5585512,03 Store C,Dept 2,2014/05/31,Last Year
09 Family,1889746,03 Store C,Dept 2,2015/03/01,This Year
09 Family,610973,03 Store C,Dept 2,2015/03/02,This Year
09 Family,832267,03 Store C,Dept 2,2015/03/03,This Year
09 Family,701440,03 Store C,Dept 2,2015/03/04,This Year
09 Family,817626,03 Store C,Dept 2,2015/03/05,This Year
09 Family,1800391,03 Store C,Dept 2,2015/03/06,This Year
09 Family,2407063,03 Store C,Dept 2,2015/03/07,This Year
09 Family,2756162,03 Store C,Dept 2,2015/03/08,This Year
09 Family,772027,03 Store C,Dept 2,2015/03/09,This Year
09 Family,1020248,03 Store C,Dept 2,2015/03/10,This Year
09 Family,745395,03 Store C,Dept 2,2015/03/11,This Year
09 Family,877645,03 Store C,Dept 2,2015/03/12,This Year
09 Family,1093261,03 Store C,Dept 2,2015/03/13,This Year
09 Family,1871404,03 Store C,Dept 2,2015/03/14,This Year
09 Family,2201874,03 Store C,Dept 2,2015/03/15,This Year
09 Family,677538,03 Store C,Dept 2,2015/03/16,This Year
09 Family,715637,03 Store C,Dept 2,2015/03/17,This Year
09 Family,672549,03 Store C,Dept 2,2015/03/18,This Year
09 Family,824521,03 Store C,Dept 2,2015/03/19,This Year
09 Family,1035770,03 Store C,Dept 2,2015/03/20,This Year
09 Family,1849075,03 Store C,Dept 2,2015/03/21,This Year
09 Family,1679445,03 Store C,Dept 2,2015/03/22,This Year
09 Family,1345208,03 Store C,Dept 2,2015/03/23,This Year
09 Family,750936,03 Store C,Dept 2,2015/03/24,This Year
09 Family,675465,03 Store C,Dept 2,2015/03/25,This Year
09 Family,1315812,03 Store C,Dept 2,2015/03/26,This Year
09 Family,950555,03 Store C,Dept 2,2015/03/27,This Year
09 Family,2018974,03 Store C,Dept 2,2015/03/28,This Year
09 Family,1805391,03 Store C,Dept 2,2015/03/29,This Year
09 Family,961841,03 Store C,Dept 2,2015/03/30,This Year
09 Family,1254925,03 Store C,Dept 2,2015/03/31,This Year
09 Family,700335,03 Store C,Dept 2,2015/04/01,This Year
09 Family,576584,03 Store C,Dept 2,2015/04/02,This Year
09 Family,2011847,03 Store C,Dept 2,2015/04/03,This Year
09 Family,1923528,03 Store C,Dept 2,2015/04/04,This Year
09 Family,1704920,03 Store C,Dept 2,2015/04/05,This Year
09 Family,451456,03 Store C,Dept 2,2015/04/06,This Year
09 Family,502100,03 Store C,Dept 2,2015/04/07,This Year
09 Family,538371,03 Store C,Dept 2,2015/04/08,This Year
09 Family,2190201,03 Store C,Dept 2,2015/04/09,This Year
09 Family,1783369,03 Store C,Dept 2,2015/04/10,This Year
09 Family,3647934,03 Store C,Dept 2,2015/04/11,This Year
09 Family,2882895,03 Store C,Dept 2,2015/04/12,This Year
09 Family,1250602,03 Store C,Dept 2,2015/04/13,This Year
09 Family,1382044,03 Store C,Dept 2,2015/04/14,This Year
09 Family,1442316,03 Store C,Dept 2,2015/04/15,This Year
09 Family,1194905,03 Store C,Dept 2,2015/04/16,This Year
09 Family,2126315,03 Store C,Dept 2,2015/04/17,This Year
09 Family,3904016,03 Store C,Dept 2,2015/04/18,This Year
09 Family,3482184,03 Store C,Dept 2,2015/04/19,This Year
09 Family,1319795,03 Store C,Dept 2,2015/04/20,This Year
09 Family,1035954,03 Store C,Dept 2,2015/04/21,This Year
09 Family,839765,03 Store C,Dept 2,2015/04/22,This Year
09 Family,6166915,03 Store C,Dept 2,2015/04/23,This Year
09 Family,5316597,03 Store C,Dept 2,2015/04/24,This Year
09 Family,7319227,03 Store C,Dept 2,2015/04/25,This Year
09 Family,9621289,03 Store C,Dept 2,2015/04/26,This Year
09 Family,1361016,03 Store C,Dept 2,2015/04/27,This Year
09 Family,1436693,03 Store C,Dept 2,2015/04/28,This Year
09 Family,1594777,03 Store C,Dept 2,2015/04/29,This Year
09 Family,3575193,03 Store C,Dept 2,2015/04/30,This Year
09 Family,3705156,03 Store C,Dept 2,2015/05/01,This Year
09 Family,5706444,03 Store C,Dept 2,2015/05/02,This Year
09 Family,4741547,03 Store C,Dept 2,2015/05/03,This Year
09 Family,3376133,03 Store C,Dept 2,2015/05/04,This Year
09 Family,3476217,03 Store C,Dept 2,2015/05/05,This Year
09 Family,3393336,03 Store C,Dept 2,2015/05/06,This Year
09 Family,3087767,03 Store C,Dept 2,2015/05/07,This Year
09 Family,13991456,03 Store C,Dept 2,2015/05/08,This Year
09 Family,11992659,03 Store C,Dept 2,2015/05/09,This Year
09 Family,10045223,03 Store C,Dept 2,2015/05/10,This Year
09 Family,799456,03 Store C,Dept 2,2015/05/11,This Year
09 Family,1233580,03 Store C,Dept 2,2015/05/12,This Year
09 Family,1564250,03 Store C,Dept 2,2015/05/13,This Year
09 Family,892667,03 Store C,Dept 2,2015/05/14,This Year
09 Family,1448914,03 Store C,Dept 2,2015/05/15,This Year
09 Family,2186183,03 Store C,Dept 2,2015/05/16,This Year
09 Family,2307779,03 Store C,Dept 2,2015/05/17,This Year
09 Family,753376,03 Store C,Dept 2,2015/05/18,This Year
09 Family,610592,03 Store C,Dept 2,2015/05/19,This Year
09 Family,715311,03 Store C,Dept 2,2015/05/20,This Year
09 Family,836964,03 Store C,Dept 2,2015/05/21,This Year
09 Family,1045366,03 Store C,Dept 2,2015/05/22,This Year
09 Family,2198643,03 Store C,Dept 2,2015/05/23,This Year
09 Family,1998749,03 Store C,Dept 2,2015/05/24,This Year
09 Family,1195228,03 Store C,Dept 2,2015/05/25,This Year
09 Family,694825,03 Store C,Dept 2,2015/05/26,This Year
09 Family,827563,03 Store C,Dept 2,2015/05/27,This Year
09 Family,988966,03 Store C,Dept 2,2015/05/28,This Year
09 Family,924956,03 Store C,Dept 2,2015/05/29,This Year
09 Family,2928903,03 Store C,Dept 2,2015/05/30,This Year
09 Family,2096370,03 Store C,Dept 2,2015/05/31,This Year
09 Family,2406117,03 Store C,Dept 3,2014/03/01,Last Year
09 Family,2153439,03 Store C,Dept 3,2014/03/02,Last Year
09 Family,962425,03 Store C,Dept 3,2014/03/03,Last Year
09 Family,851177,03 Store C,Dept 3,2014/03/04,Last Year
09 Family,1606585,03 Store C,Dept 3,2014/03/05,Last Year
09 Family,1415740,03 Store C,Dept 3,2014/03/06,Last Year
09 Family,1719162,03 Store C,Dept 3,2014/03/07,Last Year
09 Family,1237521,03 Store C,Dept 3,2014/03/08,Last Year
09 Family,1986741,03 Store C,Dept 3,2014/03/09,Last Year
09 Family,816046,03 Store C,Dept 3,2014/03/10,Last Year
09 Family,371278,03 Store C,Dept 3,2014/03/11,Last Year
09 Family,220394,03 Store C,Dept 3,2014/03/12,Last Year
09 Family,606036,03 Store C,Dept 3,2014/03/13,Last Year
09 Family,1507881,03 Store C,Dept 3,2014/03/14,Last Year
09 Family,1735108,03 Store C,Dept 3,2014/03/15,Last Year
09 Family,1743722,03 Store C,Dept 3,2014/03/16,Last Year
09 Family,302545,03 Store C,Dept 3,2014/03/17,Last Year
09 Family,208346,03 Store C,Dept 3,2014/03/18,Last Year
09 Family,221857,03 Store C,Dept 3,2014/03/19,Last Year
09 Family,239918,03 Store C,Dept 3,2014/03/20,Last Year
09 Family,369552,03 Store C,Dept 3,2014/03/21,Last Year
09 Family,1098551,03 Store C,Dept 3,2014/03/22,Last Year
09 Family,950096,03 Store C,Dept 3,2014/03/23,Last Year
09 Family,283254,03 Store C,Dept 3,2014/03/24,Last Year
09 Family,742631,03 Store C,Dept 3,2014/03/25,Last Year
09 Family,678214,03 Store C,Dept 3,2014/03/26,Last Year
09 Family,375652,03 Store C,Dept 3,2014/03/27,Last Year
09 Family,449827,03 Store C,Dept 3,2014/03/28,Last Year
09 Family,774998,03 Store C,Dept 3,2014/03/29,Last Year
09 Family,655576,03 Store C,Dept 3,2014/03/30,Last Year
09 Family,128961,03 Store C,Dept 3,2014/03/31,Last Year
09 Family,171524,03 Store C,Dept 3,2014/04/01,Last Year
09 Family,309922,03 Store C,Dept 3,2014/04/02,Last Year
09 Family,194225,03 Store C,Dept 3,2014/04/03,Last Year
09 Family,427101,03 Store C,Dept 3,2014/04/04,Last Year
09 Family,520709,03 Store C,Dept 3,2014/04/05,Last Year
09 Family,824818,03 Store C,Dept 3,2014/04/06,Last Year
09 Family,879781,03 Store C,Dept 3,2014/04/07,Last Year
09 Family,254364,03 Store C,Dept 3,2014/04/08,Last Year
09 Family,457329,03 Store C,Dept 3,2014/04/09,Last Year
09 Family,628447,03 Store C,Dept 3,2014/04/10,Last Year
09 Family,190549,03 Store C,Dept 3,2014/04/11,Last Year
09 Family,692424,03 Store C,Dept 3,2014/04/12,Last Year
09 Family,510571,03 Store C,Dept 3,2014/04/13,Last Year
09 Family,118380,03 Store C,Dept 3,2014/04/14,Last Year
09 Family,113511,03 Store C,Dept 3,2014/04/15,Last Year
09 Family,149650,03 Store C,Dept 3,2014/04/16,Last Year
09 Family,344588,03 Store C,Dept 3,2014/04/17,Last Year
09 Family,172092,03 Store C,Dept 3,2014/04/18,Last Year
09 Family,360826,03 Store C,Dept 3,2014/04/19,Last Year
09 Family,430336,03 Store C,Dept 3,2014/04/20,Last Year
09 Family,131739,03 Store C,Dept 3,2014/04/21,Last Year
09 Family,92907,03 Store C,Dept 3,2014/04/22,Last Year
09 Family,156983,03 Store C,Dept 3,2014/04/23,Last Year
09 Family,76941,03 Store C,Dept 3,2014/04/24,Last Year
09 Family,220149,03 Store C,Dept 3,2014/04/25,Last Year
09 Family,314186,03 Store C,Dept 3,2014/04/26,Last Year
09 Family,601493,03 Store C,Dept 3,2014/04/27,Last Year
09 Family,200003,03 Store C,Dept 3,2014/04/28,Last Year
09 Family,321228,03 Store C,Dept 3,2014/04/29,Last Year
09 Family,244315,03 Store C,Dept 3,2014/04/30,Last Year
09 Family,267446,03 Store C,Dept 3,2014/05/01,Last Year
09 Family,141193,03 Store C,Dept 3,2014/05/02,Last Year
09 Family,247222,03 Store C,Dept 3,2014/05/03,Last Year
09 Family,229629,03 Store C,Dept 3,2014/05/04,Last Year
09 Family,120364,03 Store C,Dept 3,2014/05/05,Last Year
09 Family,193615,03 Store C,Dept 3,2014/05/06,Last Year
09 Family,139680,03 Store C,Dept 3,2014/05/07,Last Year
09 Family,3583,03 Store C,Dept 3,2014/05/08,Last Year
09 Family,56658,03 Store C,Dept 3,2014/05/09,Last Year
09 Family,35189,03 Store C,Dept 3,2014/05/10,Last Year
09 Family,16744,03 Store C,Dept 3,2014/05/11,Last Year
09 Family,138453,03 Store C,Dept 3,2014/05/12,Last Year
09 Family,82877,03 Store C,Dept 3,2014/05/13,Last Year
09 Family,55392,03 Store C,Dept 3,2014/05/14,Last Year
09 Family,31825247,03 Store C,Dept 3,2014/05/15,Last Year
09 Family,20935361,03 Store C,Dept 3,2014/05/16,Last Year
09 Family,31369726,03 Store C,Dept 3,2014/05/17,Last Year
09 Family,23531790,03 Store C,Dept 3,2014/05/18,Last Year
09 Family,6472946,03 Store C,Dept 3,2014/05/19,Last Year
09 Family,4661843,03 Store C,Dept 3,2014/05/20,Last Year
09 Family,4083161,03 Store C,Dept 3,2014/05/21,Last Year
09 Family,3189031,03 Store C,Dept 3,2014/05/22,Last Year
09 Family,3885387,03 Store C,Dept 3,2014/05/23,Last Year
09 Family,10947039,03 Store C,Dept 3,2014/05/24,Last Year
09 Family,13699364,03 Store C,Dept 3,2014/05/25,Last Year
09 Family,5164172,03 Store C,Dept 3,2014/05/26,Last Year
09 Family,7489186,03 Store C,Dept 3,2014/05/27,Last Year
09 Family,13589566,03 Store C,Dept 3,2014/05/28,Last Year
09 Family,1763869,03 Store C,Dept 3,2014/05/29,Last Year
09 Family,6739201,03 Store C,Dept 3,2014/05/30,Last Year
09 Family,5023712,03 Store C,Dept 3,2014/05/31,Last Year
09 Family,765841,03 Store C,Dept 3,2015/03/01,This Year
09 Family,232609,03 Store C,Dept 3,2015/03/02,This Year
09 Family,630470,03 Store C,Dept 3,2015/03/03,This Year
09 Family,443452,03 Store C,Dept 3,2015/03/04,This Year
09 Family,276269,03 Store C,Dept 3,2015/03/05,This Year
09 Family,858909,03 Store C,Dept 3,2015/03/06,This Year
09 Family,918475,03 Store C,Dept 3,2015/03/07,This Year
09 Family,1514583,03 Store C,Dept 3,2015/03/08,This Year
09 Family,749151,03 Store C,Dept 3,2015/03/09,This Year
09 Family,366851,03 Store C,Dept 3,2015/03/10,This Year
09 Family,1920920,03 Store C,Dept 3,2015/03/11,This Year
09 Family,534527,03 Store C,Dept 3,2015/03/12,This Year
09 Family,583773,03 Store C,Dept 3,2015/03/13,This Year
09 Family,1294419,03 Store C,Dept 3,2015/03/14,This Year
09 Family,1394877,03 Store C,Dept 3,2015/03/15,This Year
09 Family,437759,03 Store C,Dept 3,2015/03/16,This Year
09 Family,210650,03 Store C,Dept 3,2015/03/17,This Year
09 Family,143324,03 Store C,Dept 3,2015/03/18,This Year
09 Family,298250,03 Store C,Dept 3,2015/03/19,This Year
09 Family,448264,03 Store C,Dept 3,2015/03/20,This Year
09 Family,541729,03 Store C,Dept 3,2015/03/21,This Year
09 Family,809207,03 Store C,Dept 3,2015/03/22,This Year
09 Family,542787,03 Store C,Dept 3,2015/03/23,This Year
09 Family,406790,03 Store C,Dept 3,2015/03/24,This Year
09 Family,393355,03 Store C,Dept 3,2015/03/25,This Year
09 Family,284807,03 Store C,Dept 3,2015/03/26,This Year
09 Family,646820,03 Store C,Dept 3,2015/03/27,This Year
09 Family,614428,03 Store C,Dept 3,2015/03/28,This Year
09 Family,972809,03 Store C,Dept 3,2015/03/29,This Year
09 Family,259299,03 Store C,Dept 3,2015/03/30,This Year
09 Family,791110,03 Store C,Dept 3,2015/03/31,This Year
09 Family,216719,03 Store C,Dept 3,2015/04/01,This Year
09 Family,254885,03 Store C,Dept 3,2015/04/02,This Year
09 Family,562613,03 Store C,Dept 3,2015/04/03,This Year
